"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name"
"glucosaminic acid",0.000314453120725561,0.000462231381724119,0.000534104676546772,0.000237155154767233,0.000346560749242661,0.000740177935708124,0.000247736137334463,0.000269326483333981,0.000239337607342112,0.000227812414349751,0.000137151703763812,0.000236882473210764,0.000202239018636675,0.000138446887807894,0.000248169233563725,0.000227743971972723,0.000286103951278251,0.000489150634379432,0.000290047703700903,0.000399825259420619,0.000451167419083139,0.000379242099355824,0.000660218419593895,0.000249684270940979,0.00050151726609786,0.000370905765882833,0.000403971063291112,0.000398021275555154,0.000376228864924905,0.000346050616654609,0.000268829155700862,0.000231629041972479,0.000295102995815753,0.00221906115020091,0.00204217237923395,0.00259420677435983,0.00170613200454341,0.0016764333857942,0.00315043951954945,0.000937711126304147,0.000944499570695091,0.0013885329473218,0.00118440168781062,0.000962598077119099,0.000956586698991173,0.00130852677981659,0.00203587514940994,0.00151220286458432,0.00166311984670524,0.00209136144044294,0.00121015301517964,0.00149574252276484,0.00458407173443243,0.0015841747507534,0.00175777647602073,0.00153315377984587,0.00197973622110444,0.00197300235865696,0.00274100271764343,0.00214217164308121,0.00215662568297062,0.00162058395355606,0.00176537748256515,0.00115396226080911,0.000991547847032936,"glucosaminic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glucuronic acid",0.000512742990822623,7.46813683146096e-05,0.000115222599292292,3.37625939083241e-05,5.18464399596812e-05,0.000125737792968702,2.37642372352448e-06,3.6303997387966e-06,2.04086629964167e-06,2.79633757277032e-06,1.58384663471214e-06,4.19492101375986e-06,7.2031858170739e-05,6.19547994034867e-05,6.5017826639651e-05,6.82375731739013e-05,7.94280454105739e-05,0.000131217906500571,0.000105900234953785,0.000166309852341544,7.55842893196491e-05,0.000237368998256182,2.64438622037052e-05,2.14669323226199e-06,7.5072934160673e-06,0.000136553530633418,4.47882706960277e-06,3.29750172289424e-06,3.06114893470017e-06,7.01014629376722e-05,0.000112743032213888,2.21855593253222e-05,5.97664017598519e-05,4.65968462416227e-05,5.68645159344094e-05,2.47034939905665e-05,1.33440463170916e-05,1.15596793188807e-05,5.2944818729857e-05,0.000194907351131241,6.55926786927369e-05,0.000222652688617115,6.82137475575309e-05,0.000117345148914126,7.07422164303773e-05,0.000566137877076026,0.000448575359615236,0.000262844665743781,0.000409126663945251,0.000407044648203247,2.63375686145309e-05,1.41357800623249e-05,1.78143638951058e-05,1.32430583407723e-05,2.04185708454107e-05,0.00018112816026444,7.45511560485314e-05,0.000206781364287446,0.000136244502282542,0.000173412330275358,7.39506457205624e-05,0.000299966461126581,0.000671765631873542,8.36404358110529e-05,0.000243080027256789,"glucuronic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glucuronolactone",0.00106934959348426,0.00727858271409412,0.00230840516439424,0.00531820020386652,0.00691152733339951,0.00326565501533211,0.00443087752568905,0.00600170855492925,0.00667609132893811,0.00482553675926019,0.00327718929197759,0.00684277211329536,0.00211364401419967,0.00195528792546132,0.00231700777090405,0.00208977256314242,0.00256622876225674,0.00171252146922119,0.00219904740281293,0.00248957899967696,0.00398740203786261,0.00188696096932143,0.0125334879661128,0.00420933438881848,0.0100667025156643,0.00304161019862691,0.00897224540141768,0.00639393572391912,0.00675914853727646,0.0029400124869961,0.00288694355624634,0.00158169414312189,0.00194779821646991,0.00280282183202225,0.00309251767455797,0.00358163713170889,0.00331155878926723,0.00512890823509482,0.00362269492372186,0.00925746699232631,0.00693131278225014,0.012811147995172,0.00759439368545778,0.00761975478294152,0.00753554711499784,0.00260801815930296,0.00401986588488399,0.00400521148075086,0.0029022552231418,0.00406210756349684,0.00189579244601074,0.00338485589766801,0.00635299833797545,0.00532162009743362,0.00367774064612643,0.003449324401476,0.0130829026370782,0.0156513200411625,0.0200365054472613,0.0140360792917659,0.0151367375844562,0.00629658533704345,0.00533671029043101,0.00403590542198683,0.00344318748716408,"glucuronolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glutamic acid",0.00343472882754639,0.00103876137535381,0.0015376352560092,0.00216148349016383,0.00123440267176323,0.00119638969456861,2.76507718435286e-05,1.56513759559959e-05,1.53821774339616e-05,2.3712742153065e-05,1.4842916906805e-05,1.33856411366631e-05,6.17488041459181e-06,7.82561037545926e-06,5.46576511846184e-06,4.73147891175437e-06,7.16074447808238e-06,0.00361152410449647,0.00153033262109879,0.00152295842894972,0.00243961202805639,0.00352923965282927,0.000364867762886189,3.3272945910814e-05,2.00515453738842e-05,0.00387158824640993,1.20267726422047e-05,5.03677545890302e-05,3.29641878014293e-05,3.64737901201281e-06,7.87401670057361e-06,2.39094204053059e-06,1.35500838570849e-05,0.000575661016662479,0.00199433779995981,0.000915263483754192,0.00322168788230071,0.00083053203757903,0.00161144684583255,5.21672844555208e-06,5.84778641381168e-06,1.92443884426383e-06,5.2069803460916e-06,2.09202879232813e-06,3.20602752643808e-06,0.000239502383850686,0.000531724874835855,0.000274390521785181,0.000149015445799556,0.000271851889062269,0.000314633729577573,0.00146785486454094,0.000885445513124923,0.00150485888796702,0.000715793554733074,0.00113167243716168,9.59655976614077e-06,3.88056113266121e-06,1.00196299891391e-06,1.3981640173756e-06,3.02982794238872e-06,0.000156110184782964,1.03183936588565e-05,6.3206988775327e-05,0.000235550636551636,"glutamic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glutamine",1.15214476421058e-05,7.05307949379965e-06,3.20086254663035e-06,3.29650730217929e-06,5.93712689602029e-06,8.6981466726167e-06,2.86439780721634e-06,4.06722026824887e-06,2.37646146498852e-06,6.12788824145512e-06,9.64056779281009e-06,5.10654169618937e-06,1.10536977323515e-05,9.03254916259906e-06,6.02382278956888e-06,7.15550372265216e-06,1.03504603900476e-05,7.78200501100493e-06,5.40965650976465e-06,5.17674469162739e-06,5.51184084766905e-06,7.2791238041213e-06,4.70851746550031e-06,1.47610003918635e-06,5.78781659423466e-06,4.16277753303889e-06,4.15977041409168e-06,2.91100660852032e-06,8.57752871066145e-06,8.49649418107884e-06,1.81394927516544e-05,3.45641331114262e-06,9.21696474310825e-06,1.35755416231328e-05,0.000111470248711751,3.25790525997781e-05,5.88845299673521e-05,1.72681733504926e-05,9.30805358285073e-05,0.000105022200285588,2.52436463122754e-05,1.98240721790937e-05,0.000103836988590513,8.83204744238874e-06,9.64841172443932e-05,1.2880131659514e-05,5.47233969511032e-06,3.00059353241154e-06,1.22062479446767e-05,5.84694836078672e-06,0.000130139241939644,0.000145577838737828,5.80803884413516e-05,1.79528397898921e-05,6.04837600071371e-05,9.04527422411257e-05,7.45523167469576e-05,8.75779757193574e-05,1.94685732301682e-05,1.82075216083005e-05,1.60182869254475e-05,6.91520421585563e-06,9.94334886074815e-06,4.22705178875657e-06,1.20362059693009e-05,"glutamine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glutathione",1.84641359942457e-05,1.17938893530336e-05,3.13225619015545e-05,0,4.12885103447238e-06,3.64821340050013e-05,6.80660769988919e-06,1.6002587400486e-05,1.34431847994873e-05,6.29581954373839e-06,5.10452239970164e-06,1.49151045023081e-05,4.09311791010645e-05,2.30462760325067e-05,9.73087179719557e-06,1.24650512290231e-05,1.18311443813278e-05,1.05000017171551e-05,3.24406194444558e-07,1.05415284052684e-05,1.43777902788957e-07,4.17717136610414e-06,9.31674921733569e-06,2.16899679770972e-06,1.52118572614347e-05,2.11327065110661e-06,5.40127248505485e-06,1.35672458825083e-05,1.05660571804158e-05,5.27536915340732e-06,0,8.14758410091873e-05,9.06900665549335e-06,0.000245123803514105,0.00018980094565852,0.000179984218767223,0.000176001931236737,0.000112346475109971,0.000278625657765378,0.000490747894299154,0.000594388196167271,0.000451164555176269,0.000315448966047899,0.000402721449534072,0.000633436207681778,0,0,0,0,3.69948765720665e-07,0.000138722164093128,7.45294532092184e-05,8.64478935010418e-05,6.63085101951569e-05,7.83240405514193e-05,0.000107520348148392,0.000280585513907406,0.000325780951757672,0.00022351388351364,0.000245015944181872,0.000274126592526239,0,1.18046667262994e-05,0,0,"glutathione","HMDB0000125","C00051","belongs to the class of organic compounds known as peptides. Peptides are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","70-18-8","DTXSID6023101","DTXCID903101","315673712","124886","C00051","16856","DB00143","Glutathione"
"glyceraldehyde and/or lactic acid",0.00031634049832416,0.000378658755427506,0.00154296009033867,0.000204661544044934,0.000303585041701755,0.000845903536096137,7.56435373409572e-05,0.000174214692763328,0.000230801232551134,9.27860259093682e-05,7.13309490424136e-05,0.000195205888586832,0.000379536023953031,0.000306064607691811,0.000304427369532669,0.000362921938843023,0.000310893750535525,0.000602791046137921,0.00021170141702463,0.000400055013648755,0.0003497237338438,0.000294369235559468,0.000234121087333709,8.01555572007491e-05,0.000213871807768002,0.000218467453006883,0.000154427364598124,0.000226128346302077,0.000147859907728135,0.000296329607858179,0.000186773204164298,0.000272479085936577,0.000194181032531614,0.000889060474786758,0.000834242305602514,0.00156181752804653,0.000439618400495938,0.000471622175002213,0.000544047358220497,0.00342990309173153,0.00270768702085444,0.00278287031674821,0.00438444008899597,0.00262735002690185,0.00417252799140456,0.000293573873239918,0.000559795813595354,0.000336576794647278,0.000273389579527759,0.000424134448515144,0.000962262368424332,0.000566214684759816,0.000666987989981944,0.000664179731011046,0.00072269923151974,0.000595909227204742,0.00246178479369327,0.00370956889781627,0.00250272133784892,0.00303878784251799,0.00175246902528992,0.000351793130146789,0.000394583881090459,0.000328485458586775,0.000269135710109747,"glyceraldehyde and/or lactic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glyceric acid and or isomers",0.00277273148475583,0.0208968034216303,0.00658018339541511,0.00503971710492955,0.00871048687485313,0.00857059086294887,0.00177612010859689,0.00314500167080935,0.00517627257514653,0.00145122966050704,0.00167330746707312,0.00296856279857159,0.00193800129530159,0.00186546928615916,0.00174403995860468,0.00210593900495497,0.00230320454795891,0.00480372832050477,0.00362729529010839,0.00527643898283857,0.0119111855786517,0.00291555443694721,0.00446938627652371,0.00110124756711318,0.00375047365050609,0.00385107203742603,0.00291314266282234,0.00489312360738389,0.00180931900522299,0.00157382167330527,0.000532014047868403,0.000895611450843773,0.000971775473773174,0.0159175583891761,0.0067516854843355,0.0118665373960109,0.00989624194591406,0.0199077293369697,0.00612300857992983,0.00490649569530639,0.0026497516163351,0.00697571537055738,0.00398449562798406,0.00686045190055722,0.0043341152304954,0.000859738504948827,0.0015477680238391,0.00231901862802192,0.000921554740350772,0.00119919290703625,0.00545235695817634,0.00678481288178434,0.0141168649020366,0.0114781501049135,0.0146032426076251,0.0086927239287744,0.00363806833223808,0.00544280693740706,0.0052982899729905,0.00508813220903998,0.00455266663408892,0.00086096567602171,0.00160971433889838,0.000625221342847746,0.000163280477836886,"glyceric acid and or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glycerol phosphoric acid",0.000296207566616483,0.000829831947803209,0.000372502186932358,0.00164246103853033,0.00109082562144331,0.000426043046888092,0.000405693030480687,0.000361769041365928,0.000401554086273246,0.000447661632805944,0.000361462671079514,0.000288605599578892,0.000294252201887231,0.000243710961182084,0.000272423860177417,0.000223175832640745,0.000360463232496719,0.000520151569384028,0.000494138471210121,0.000365926553114204,0.00105757413155467,0.000590053497470166,0.00067103774998251,0.000545886563595017,0.000598834924729602,0.000660673289582085,0.000597637729294357,0.000450126362025754,0.00073266952144104,0.000527472595462597,0.000544050155083954,0.000305428801317451,0.000615535530365759,0.000255594059521399,0.000391455954401077,0.000447757685375555,0.000180033294282214,0.000221519027508361,0.000383799444555325,0.001849346823627,0.00249668144037568,0.00151068594972974,0.00176103564412833,0.0012441166846664,0.00219669343313372,0.000399695209084666,0.000198914101039116,0.000286548381833787,0.000351020966133775,0.000347442395240664,0.000347295322490804,0.000478714893600495,0.000533370882023957,0.000388415336385773,0.000347821203637175,0.000357238167316413,0.00367604861923496,0.00403890431472005,0.00285553869047107,0.00196119794475591,0.00277369704168395,0.000575712660195172,0.000273914662071377,0.00041804002980017,0.000748859469622326,"glycerol phosphoric acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glycine",4.17506776462511e-05,7.16600119660943e-05,7.45647923641156e-05,3.14153130578161e-05,5.37955145516363e-05,0.000102221778739682,2.42145602649248e-05,2.56810536225323e-05,2.93001747079093e-05,2.14218346327705e-05,2.32145254945233e-05,2.81913457657213e-05,6.46809955059005e-05,6.47174974504857e-05,8.39505578608806e-05,7.05058026413875e-05,7.18519312786186e-05,4.20676116732863e-05,2.39834960854239e-05,4.44540912081497e-05,4.50538092717751e-05,4.84014406631982e-05,4.70636077267596e-05,2.44562614877564e-05,2.26953631870151e-05,5.00795895175048e-05,2.60249648940139e-05,3.2425235480017e-05,2.2829838205712e-05,7.39299484602314e-05,0.000105068256744527,3.6465916083693e-05,5.20788528428349e-05,0.000309686885684966,0.000258010885992018,0.000192505767621888,0.000349213389088651,0.000380644345165239,0.000397777887793026,0.000267861719679559,0.000147057136303721,0.000181981707753139,0.000252647373747999,0.000232976714312398,0.000256818027618823,2.59457275605102e-05,5.78769995451099e-05,5.00439930362237e-05,4.36976577031086e-05,4.95207621199727e-05,0.000104171576640389,8.36289005565587e-05,0.000285115420863121,0.00030416078609513,0.000358355687498498,0.000288834847531673,0.000115311313244835,0.000164407432958925,0.000117822380787313,0.000160658742416827,7.76046953479424e-05,4.33824909036708e-05,6.44977015191678e-05,3.15394703920001e-05,2.69139103942738e-05,"glycine","HMDB0000123","C00037","belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-40-6","DTXSID9020667","DTXCID90667","315671622","   750","C00037","15428","DB00145","Glycine"
"guanine",0,1.14533885828601e-07,4.03907819720989e-07,0,0,2.53986371613688e-07,8.45229533703434e-05,0.000147196786596919,0.000110971924384633,0.000159293616564489,7.4334659517986e-05,0.000235136523606643,1.2038323904837e-05,8.23061523372935e-06,9.64788771261212e-06,1.31245881941822e-05,1.03354448953328e-05,0,0,1.52869359944163e-06,0,0,0.000388063337241736,7.90442649113143e-05,0.000148628724568784,1.21085548679729e-05,0.000182321568005261,0.000117785519838432,9.05152285712672e-05,1.8519718669119e-05,6.67615663912213e-06,1.8764015383338e-05,5.01683352876908e-06,4.82619445974261e-07,0,7.01893605651381e-07,0,6.04657655761721e-07,0,1.16027305284723e-05,8.96301916410447e-06,9.18769515552789e-06,9.52828673867537e-06,7.67149703810006e-06,6.03708811992994e-06,6.08139548750767e-06,8.01363101121185e-06,8.08759340585746e-06,6.4515966221565e-06,8.27771316005084e-06,0,0,1.5180114119965e-07,0,0,0,6.61606139218766e-06,8.89657483531147e-06,1.3584129007439e-05,1.49041383119895e-05,7.25988730691374e-06,9.33386516543877e-06,8.24927729781099e-06,6.40580955244824e-06,5.01681411949113e-06,"guanine","HMDB0000132","C00242","belongs to the class of organic compounds known as purines and purine derivatives. These are aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring.","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","73-40-5","DTXSID9052476","DTXCID6031049","315685596","   764","C00242","16235","DB02377","Guanine"
"guanosine",2.24613794585913e-05,4.4634258950502e-05,4.65813735490814e-05,2.13295662887709e-05,2.99531626338358e-05,6.28624021901629e-05,1.07635957903094e-05,1.56532880053903e-05,1.27121774998703e-05,9.99636940168525e-06,6.32441720174884e-06,1.58461327194105e-05,1.36191738907416e-05,6.64896680634495e-06,8.0802178873835e-06,1.0917076429893e-05,1.22820770614763e-05,2.76265448740569e-05,1.62011344100315e-05,3.41683141128319e-05,2.36538689317995e-05,2.61483758195268e-05,4.9988035427586e-05,1.20641448092161e-05,2.68525632065519e-05,2.39936001808601e-05,3.81134925851211e-05,2.11145091960015e-05,2.08406669036988e-05,1.04814152506331e-05,5.07572748512068e-06,1.06437170617512e-05,6.85160886764141e-06,4.6343464665393e-05,2.13225960606098e-05,3.50530298350964e-05,1.95007418996385e-05,4.12909817299386e-05,2.61501143004028e-05,4.39969572371477e-05,2.97853401929984e-05,9.72180650482608e-05,3.12144587331992e-05,4.20959207724682e-05,3.13059585893563e-05,6.79514355473808e-06,1.31853160349981e-05,1.64875922773366e-05,5.83653113523836e-06,1.80085023984507e-05,1.58220112522643e-05,2.12198575688844e-05,3.88441888955441e-05,2.4736765054632e-05,3.95679742060063e-05,2.02837968953027e-05,5.02817149993875e-05,4.518784296265e-05,9.77200277661681e-05,7.66403252798432e-05,6.36736446911732e-05,1.32187862019776e-05,2.19779644918351e-05,9.82643896117383e-06,5.50522939776514e-06,"guanosine","HMDB0000133","C00387","belongs to the class of organic compounds known as purine nucleosides. Purine nucleosides are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety.","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","118-00-3",NA,NA,"  8144918",NA,"C00387","16750","DB02857","Guanosine"
"guanosine 3,5-cyclic monophosphoric acid",5.72795493045499e-06,5.28303191613628e-06,9.92397083597958e-06,4.86234061566514e-06,4.39917232442275e-06,7.75792757033129e-06,0.00188145655540963,0.00185363617179462,0.00131741214927756,0.00167859559052235,0.00131998431843271,0.00161843427579511,1.41942766554279e-05,1.39509103097418e-05,1.73281868869609e-05,1.84832520459262e-05,1.82280671410381e-05,1.41252032425622e-05,3.9867283297826e-06,2.14653369533457e-05,6.44442045946065e-06,6.06141102147216e-06,0.00161721514525337,0.0018714945480034,0.00176466052855812,0.000329615840525451,0.00151579036112511,0.00170454281099433,0.00172160285139845,1.67638235472303e-05,1.49486020103304e-05,1.33778717172224e-05,1.78948641044256e-05,2.12300652768085e-05,2.98545500540102e-05,1.4399251414629e-05,4.88592793686078e-05,3.45104231564254e-05,2.3388072993119e-05,0.00012659153517814,6.07446775818707e-05,9.52536850205121e-05,5.26901779736261e-05,2.62916058697245e-05,6.97976534755411e-05,1.56647198954492e-05,2.88877355090475e-05,1.80024640720478e-05,1.79705714100731e-05,1.81687638541132e-05,8.38292489935005e-06,1.55550732345333e-05,2.30406971445494e-05,1.76897077432711e-05,1.7509474746115e-05,1.41579324554838e-05,3.8312979978169e-05,4.60003253956625e-05,3.44816249979087e-05,4.48844274986725e-05,3.4116755038135e-05,1.61822982506645e-05,1.46005171755935e-05,1.02780966005032e-05,1.43561551518749e-05,"guanosine,5-cyclic monophosphoric acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
