"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S"
"nicotinic acid and/or isonicotinic acid",339196.21875,0,320272,31749.845703125,109709.1484375,89068.203125,0,0,0,0,0,0,0,0,0,0,0,2696145.75,162135.046875,863710.5625,190515.109375,497202.34375,102208.546875,0,0,221345.6875,0,0,0,0,0,0,0,3697032,5280515,2385363.75,5133258,5549224,16070995,631942.3125,687885.75,2024265,1468971.375,497918.96875,1414837.625,0,0,0,0,42764.6171875,582559,1237952.25,1270995.25,1568754,3919688,7781301.5,1212416.75,970585.4375,1536657.625,575707.5,701199.6875,0,41844.0625,0,0
"o-acetyl-serine",0,0,0,0,0,0,4219554.60083008,6253388.60083008,3705812.85083008,4450133.60083008,3969445.60083008,5214942.10083008,30756.4523925781,22349.2473144531,35163.1125488281,27929.8000488281,23640.8215332031,0,0,94003.6164550781,0,0,6581659.60083008,4308311.10083008,5634219.10083008,1193737.47583008,6362037.10083008,3960608.35083008,4326250.60083008,32366.1555175781,17403.2980957031,2896.89575195312,12995.8957519531,0,0,122.882080078125,0,0,0,1719102.85083008,1528796.35083008,2447231.85083008,1824639.47583008,2080937.22583008,1366695.85083008,21569.0656738281,39245.5695800781,47650.8430175781,18160.1340332031,35146.2883300781,0,2702.13208007812,0,1515.97436523438,0,0,1748804.97583008,1541114.35083008,3139521.60083008,2178707.85083008,3532221.85083008,73044.9523925781,52383.2375488281,19485.6594238281,14122.9445800781
"ophthalmic acid",4884387.83169556,629249.644195557,6614654.33169556,62531.3395080566,39159.5543518066,5212218.83169556,2337234.08169556,1169122.08169556,1061685.95669556,1802993.95669556,2317196.83169556,2362925.83169556,52632.7301330566,37195.5856018066,76206.9098205566,49708.2223205566,51710.9996643066,7995120.83169556,516934.894195557,830927.144195557,465344.519195557,1492150.20669556,4093707.08169556,1903784.83169556,1082131.45669556,1374760.83169556,1628913.83169556,2647971.08169556,1115636.58169556,47848.1129455566,31605.6168518066,32786.1402893066,58922.6363830566,742916.581695557,567557.206695557,2284265.58169556,159852.831695557,148388.753570557,1792712.83169556,34042952.3316956,19647988.3316956,18814546.3316956,19220856.3316956,9579823.33169556,26708040.3316956,334630.175445557,225657.159820557,166793.784820557,257413.237945557,294798.956695557,867001.269195557,543616.206695557,3029387.83169556,168628.722320557,206640.112945557,170381.441070557,14814826.3316956,10928242.3316956,13369985.3316956,10923854.3316956,6828823.33169556,141040.722320557,109289.159820557,148715.737945557,130845.597320557
"ornithine",537928.554321289,650485.366821289,731513.929321289,242538.616821289,459989.616821289,1274719.61682129,116320.202758789,98901.7340087891,102249.273071289,118280.312133789,78653.8668212891,131481.241821289,534054.491821289,414887.366821289,551400.179321289,327856.585571289,819608.741821289,805351.679321289,366664.054321289,511018.116821289,610778.679321289,663905.366821289,377649.523071289,95029.6949462891,150824.179321289,399643.616821289,94027.0543212891,83046.9058837891,92966.2574462891,447290.054321289,231214.069946289,158267.694946289,220744.335571289,377903.616821289,462106.929321289,569806.054321289,333740.991821289,538164.554321289,1147805.99182129,4447318.86682129,6832393.86682129,4181504.86682129,4722349.86682129,2968369.86682129,3994753.11682129,1608487.11682129,642597.741821289,1442505.36682129,995139.304321289,1978953.61682129,284403.960571289,256933.554321289,249503.288696289,182995.476196289,512832.460571289,761581.991821289,5488625.86682129,6684858.86682129,6007889.36682129,7076013.36682129,3567778.36682129,1468234.74182129,2353853.86682129,2695201.11682129,590868.804321289
"orotic acid",2537244.27313232,8951381.27313232,3256210.52313232,5850263.27313232,9527878.27313232,4746115.77313232,374378.960632324,1151652.64813232,731680.773132324,448085.273132324,190921.773132324,861427.148132324,445631.960632324,501247.648132324,675779.210632324,524079.773132324,534846.023132324,4120731.52313232,1918925.89813232,3134317.77313232,4069845.52313232,2267295.02313232,4195689.27313232,353793.929382324,991402.710632324,2388630.52313232,1443398.77313232,465668.241882324,567204.398132324,661201.398132324,591009.335632324,166668.116882324,186344.195007324,1437195.27313232,975243.398132324,1059380.89813232,1025422.64813232,1881622.64813232,378595.741882324,4108562.27313232,5473828.27313232,5753713.27313232,2793839.52313232,2940930.02313232,2465923.02313232,629762.460632324,1101009.77313232,1170313.64813232,812583.648132324,1672809.77313232,304170.429382324,327876.116882324,1554681.14813232,1381456.89813232,386700.210632324,239637.788757324,2616404.27313232,4135677.27313232,5964116.77313232,5488574.77313232,3596619.52313232,1561596.14813232,1407047.14813232,1151502.02313232,549506.835632324
"pantothenic acid",52665420.3671875,147843728.367188,168595024.367188,55541524.3671875,142953792.367188,185693520.367188,73613200.3671875,138858128.367188,152867408.367188,62407848.3671875,104112168.367188,151088064.367188,63549224.3671875,61845408.3671875,79654032.3671875,73216344.3671875,60853576.3671875,76096608.3671875,55526868.3671875,155729136.367188,60026292.3671875,80065288.3671875,315167344.367188,64838060.3671875,158539552.367188,68793296.3671875,157771264.367188,198393408.367188,80742424.3671875,62989892.3671875,22487042.3671875,41832232.3671875,18485406.3671875,389534832.367188,179051200.367188,443417776.367188,111109208.367188,296910640.367188,164020816.367188,188822608.367188,140265424.367188,590236752.367188,203257296.367188,349197328.367188,132961144.367188,175490496.367188,378221424.367188,352316208.367188,165568144.367188,413563376.367188,179914000.367188,183177008.367188,447350192.367188,421032400.367188,328182160.367188,131918552.367188,281057360.367188,283900656.367188,675538832.367188,598237712.367188,473509488.367188,296279248.367188,205345536.367188,331635824.367188,172554144.367188
"phenylalanine",24199.830078125,42510.33984375,22450.16015625,46326.6484375,38556.8359375,39467.71875,9532.2490234375,33015.2734375,21946.580078125,18158.556640625,18393.873046875,20621.337890625,33510.1875,42890.7265625,352473.1875,55261.1640625,40391.44921875,32286.55859375,18521.80859375,44339.91015625,30191.529296875,16420.666015625,46000.7890625,16446.478515625,14875.0498046875,59930.75,24632.767578125,23889.986328125,13925.287109375,375918.625,27628.876953125,20683.576171875,44229.31640625,299071.65625,2633806,2339371.5,1107354.125,1191041.625,425450.5625,19082.154296875,16628.484375,71671.578125,43454.015625,40541.74609375,18482.107421875,1804079.625,666713.8125,161294.5625,440012.90625,220317.21875,1680565.75,1585254.875,1739354.5,1692027.375,808460.125,678705.875,43359.34765625,78554.71875,12050.4033203125,57579.359375,30049.69140625,1338713,165938.375,319847.03125,681517.9375
"pipecolic acid",14328354.7434082,4636797.7434082,9174471.7434082,3930619.2434082,4222033.7434082,10827420.7434082,1876545.9934082,985717.805908203,303071.524658203,2225986.7434082,2095134.9934082,1359994.1184082,2045809.6184082,1156072.3684082,2117790.2434082,1448937.2434082,3578909.4934082,16240937.7434082,6624681.7434082,9077055.7434082,10889562.7434082,14310378.7434082,1493992.8684082,1414128.8684082,906477.243408203,8487629.7434082,859463.618408203,320395.649658203,1448637.3684082,1306379.8684082,3207046.7434082,245991.149658203,2658088.2434082,1601573.7434082,3875755.2434082,2939535.7434082,1414359.3684082,2250153.9934082,16097201.7434082,8180885.2434082,5652212.7434082,11929915.7434082,9514315.7434082,5089574.2434082,7314366.2434082,847494.243408203,267485.337158203,650253.930908203,652406.618408203,989344.243408203,1409772.7434082,5113324.7434082,1263811.3684082,500016.118408203,5322668.7434082,8577768.7434082,8365123.7434082,8146497.7434082,6712381.7434082,8093570.7434082,6742078.7434082,674606.680908203,1990723.1184082,824969.555908203,499448.868408203
"proline",12406560.1992188,43547255.1992188,53452423.1992188,8492482.19921875,35850319.1992188,52574603.1992188,18522817.1992188,53809503.1992188,49227075.1992188,18029263.1992188,17322989.1992188,53257323.1992188,16483561.1992188,13641527.1992188,20927089.1992188,13512787.1992188,20340273.1992188,13304266.1992188,12377235.1992188,53072435.1992188,14728631.1992188,15171987.1992188,78586019.1992188,16455048.1992188,50968611.1992188,14143007.1992188,51894619.1992188,42530371.1992188,16955083.1992188,13854657.1992188,2743641.19921875,7557629.19921875,4580406.19921875,79754019.1992188,26469225.1992188,103984651.199219,15079777.1992188,57312291.1992188,28917815.1992188,84536155.1992188,74141307.1992188,269073179.199219,85835779.1992188,193848107.199219,71153027.1992188,20531655.1992188,43327183.1992188,64785259.1992188,20514971.1992188,83407115.1992188,29416447.1992188,25262735.1992188,82322675.1992188,88647259.1992188,67591787.1992188,23789747.1992188,100082291.199219,87750075.1992188,327597947.199219,329331483.199219,244490523.199219,50790235.1992188,60084539.1992188,104096843.199219,26916153.1992188
"putrescine",2159837,1193325.125,1708773.5,1073682.75,1788766,1535517.125,1420562.25,1113397.75,635266.5,1730648,1209047.625,1035937.75,167290.625,143383.375,331926.8125,289920.46875,312484.375,3442848,973248.5,2012540.625,1688258.875,1776718,1824885,1379568.875,854875.8125,1983171.125,1484325.625,626397.1875,1306443,532920.0625,638125.6875,15103.353515625,239138.65625,664492.9375,1292779.875,715714.1875,1356039.125,1202633.125,1694101.125,8582729,7213566,9131605,10657204,3116122,7040101,493721.28125,359951.75,430571.1875,242321.421875,718526.875,646425.3125,1329185.5,1168040.125,1987954.375,1920498.75,2334143,10034497,6017151.5,8017334.5,6913484,11607730,606703.375,654499.9375,741546.5,338828.09375
"pyridoxamine",2159837,1193325.125,1708773.5,1073682.75,1788766,1535517.125,1420562.25,1113397.75,635266.5,1730648,1209047.625,1035937.75,167290.625,143383.375,331926.8125,289920.46875,312484.375,3442848,973248.5,2012540.625,1688258.875,1776718,1824885,1379568.875,854875.8125,1983171.125,1484325.625,626397.1875,1306443,532920.0625,638125.6875,15103.353515625,239138.65625,664492.9375,1292779.875,715714.1875,1356039.125,1202633.125,1694101.125,8582729,7213566,9131605,10657204,3116122,7040101,493721.28125,359951.75,430571.1875,242321.421875,718526.875,646425.3125,1329185.5,1168040.125,1987954.375,1920498.75,2334143,10034497,6017151.5,8017334.5,6913484,11607730,606703.375,654499.9375,741546.5,338828.09375
"pyridoxine",956924.151000977,2767493.65100098,3913155.40100098,486835.807250977,1603920.90100098,6839204.65100098,598316.463500977,1137200.02600098,1130697.77600098,493405.463500977,675103.338500977,1327370.02600098,667973.151000977,518451.651000977,749183.213500977,513649.651000977,583614.776000977,783524.963500977,537693.588500977,2309864.15100098,579625.151000977,799153.213500977,1466218.40100098,496926.338500977,779882.401000977,563996.588500977,850984.838500977,918364.588500977,469585.432250977,501659.088500977,168764.682250977,333145.838500977,197802.260375977,70686592.651001,2508884.15100098,58100508.651001,1266731.15100098,9083646.65100098,4044113.90100098,2047993.02600098,2083273.65100098,12749738.651001,2012423.27600098,12625168.651001,1848402.77600098,933187.026000977,4707698.65100098,2783495.40100098,1015628.65100098,3943924.15100098,2047560.52600098,608419.088500977,28033670.651001,8215418.15100098,26926326.651001,2569850.40100098,1077135.15100098,1573306.52600098,9854436.65100098,9249752.65100098,3867792.40100098,1536173.90100098,1543485.27600098,2307652.40100098,973308.463500977
"pyruvic acid",4939379.43621826,1617425.93621826,2803121.93621826,1174537.68621826,2022296.43621826,1905687.93621826,777198.998718262,714059.373718262,363286.998718262,916500.936218262,1020358.37371826,853901.373718262,1729653.81121826,1234694.43621826,2143269.68621826,1455306.06121826,3132506.93621826,6207886.43621826,2500210.93621826,4144407.93621826,3594636.43621826,4835481.43621826,914038.998718262,628719.811218262,502949.123718262,3121395.68621826,541195.936218262,458247.873718262,521441.311218262,1673331.81121826,2604164.93621826,490640.436218262,1816444.06121826,1390266.81121826,1763089.56121826,1466465.18621826,1111806.81121826,1341292.06121826,5449684.43621826,2499487.68621826,2345105.18621826,3284570.93621826,4023228.18621826,1860211.18621826,3149438.68621826,307143.529968262,126237.576843262,633374.061218262,116823.686218262,883954.623718262,696329.748718262,1494086.93621826,869545.248718262,482881.029968262,1880121.31121826,3152768.93621826,2663462.43621826,1680361.31121826,1940652.18621826,2247203.18621826,2345489.68621826,519903.623718262,518060.311218262,711418.373718262,163255.904968262
"quinic acid",8557722,2020107.5,3436019,1718568.875,2765415.25,2742749.5,3681945.75,3502168.5,2155100,5003509,8105529,4273924.5,377234.9375,466336.75,803201.4375,508908.46875,459726.1875,14297139,2964765.75,6791789.5,3437739.5,5796116.5,3076382.75,3110704.5,929856.1875,6026380,3112277,1841070,1339142.125,1031445.625,926501.5,50466.2109375,245634.609375,2734591.75,10924353,2042713.25,10324273,3367027.25,4573734,2411216.75,1411529.625,4164885.25,7009564,2388127.25,4848847,1577377.5,1469558.875,1293997.25,650830.4375,2167760,1171670.5,2363632.5,3137469,6461181,3377288.75,3081807.75,3861444.5,802076.8125,1134513.125,1920451.125,5171321.5,1469203.875,352314.25,1024863.4375,1047454.0625
"riboflavin",4939379.43621826,1617425.93621826,2803121.93621826,1174537.68621826,2022296.43621826,1905687.93621826,777198.998718262,714059.373718262,363286.998718262,916500.936218262,1020358.37371826,853901.373718262,1729653.81121826,1234694.43621826,2143269.68621826,1455306.06121826,3132506.93621826,6207886.43621826,2500210.93621826,4144407.93621826,3594636.43621826,4835481.43621826,914038.998718262,628719.811218262,502949.123718262,3121395.68621826,541195.936218262,458247.873718262,521441.311218262,1673331.81121826,2604164.93621826,490640.436218262,1816444.06121826,1390266.81121826,1763089.56121826,1466465.18621826,1111806.81121826,1341292.06121826,5449684.43621826,2499487.68621826,2345105.18621826,3284570.93621826,4023228.18621826,1860211.18621826,3149438.68621826,307143.529968262,126237.576843262,633374.061218262,116823.686218262,883954.623718262,696329.748718262,1494086.93621826,869545.248718262,482881.029968262,1880121.31121826,3152768.93621826,2663462.43621826,1680361.31121826,1940652.18621826,2247203.18621826,2345489.68621826,519903.623718262,518060.311218262,711418.373718262,163255.904968262
"S-(5-adenosyl)-homocysteine",17843.9596862793,35454.9811706543,4217.5856628418,25632.5085144043,25781.0632019043,29728.2936706543,26810.2526550293,16716.8581237793,15971.6413269043,31242.1061706543,9186.2663269043,13823.3346862793,35901.0202331543,74521.1803894043,16833.9967956543,36977.6842956543,42830.5632019043,14636.1159362793,11488.5446472168,14171.7233581543,21902.1081237793,6820.4479675293,28263.8444519043,18479.6022644043,31178.7624206543,5192.5690612793,15513.0065612793,11165.1032409668,22696.0260925293,24510.8854675293,8426.0007019043,13961.9186706543,21906.7858581543,143746.141326904,417077.500701904,692146.063201904,200233.422576904,295961.938201904,227501.344451904,232606.938201904,1155839.4382019,163822.500701904,643820.375701904,426706.406951904,823122.125701904,141391.672576904,121764.813201904,82911.6803894043,88978.2663269043,107682.508514404,629218.438201904,422694.313201904,269290.438201904,279157.219451904,174198.563201904,140338.141326904,334928.844451904,486580.313201904,227470.531951904,546770.813201904,275515.500701904,153338.141326904,272894.813201904,106496.438201904,173244.781951904
"S-(5-adenosyl)-methionine",925212.33984375,15713520.7773438,2488525.77734375,9540229.77734375,12197460.7773438,5026466.77734375,6206879.27734375,9525813.77734375,8489642.77734375,9050857.77734375,4910785.27734375,10056045.7773438,28108119.7773438,45965011.7773438,22632523.7773438,37761167.7773438,19879303.7773438,3800210.77734375,3052437.02734375,4397997.27734375,10447483.7773438,1630050.65234375,20258253.7773438,6756640.77734375,12718157.7773438,3934328.27734375,14404391.7773438,6391601.77734375,9291677.77734375,25309695.7773438,11425628.7773438,4215830.27734375,13498342.7773438,176140619.777344,254761675.777344,130467995.777344,277043595.777344,389893579.777344,149711483.777344,42957059.7773438,50097427.7773438,58383459.7773438,59596899.7773438,70571459.7773438,57370291.7773438,65339199.7773438,113289067.777344,85506435.7773438,91281163.7773438,104704907.777344,74960067.7773438,192956875.777344,235891915.777344,256318443.777344,109677555.777344,84141635.7773438,48984507.7773438,56278599.7773438,53936003.7773438,91990915.7773438,51183511.7773438,92054083.7773438,219512395.777344,43233679.7773438,39523323.7773438
"salicylic acid",523961.644165039,4992534.64416504,1268606.26916504,3579006.39416504,3680474.89416504,1812952.39416504,5492588.14416504,6323137.64416504,4957512.14416504,6436411.14416504,3340378.89416504,6004145.14416504,1079907.51916504,1700667.14416504,1355693.76916504,993853.831665039,1010696.64416504,1746410.39416504,1249480.39416504,1460805.64416504,4070451.14416504,992631.894165039,15524594.144165,5956060.64416504,9111648.14416504,2653836.64416504,10363075.144165,3353075.89416504,8179558.64416504,3947090.14416504,2347072.14416504,1059286.39416504,2264760.39416504,5317912.14416504,30240631.144165,8936411.14416504,26100591.144165,51562233.144165,5719976.64416504,74948697.144165,124213569.144165,67432169.144165,120964825.144165,79572081.144165,117260777.144165,3384109.39416504,4133710.64416504,3389600.14416504,4208523.14416504,4442084.64416504,6627605.64416504,19269027.144165,34961993.144165,34480233.144165,7514099.64416504,7333521.64416504,96194081.144165,110872265.144165,75595257.144165,111857073.144165,55798257.144165,20195557.144165,19525769.144165,10843878.144165,10644038.144165
"serine",8557722,2020107.5,3436019,1718568.875,2765415.25,2742749.5,3681945.75,3502168.5,2155100,5003509,8105529,4273924.5,377234.9375,466336.75,803201.4375,508908.46875,459726.1875,14297139,2964765.75,6791789.5,3437739.5,5796116.5,3076382.75,3110704.5,929856.1875,6026380,3112277,1841070,1339142.125,1031445.625,926501.5,50466.2109375,245634.609375,2734591.75,10924353,2042713.25,10324273,3367027.25,4573734,2411216.75,1411529.625,4164885.25,7009564,2388127.25,4848847,1577377.5,1469558.875,1293997.25,650830.4375,2167760,1171670.5,2363632.5,3137469,6461181,3377288.75,3081807.75,3861444.5,802076.8125,1134513.125,1920451.125,5171321.5,1469203.875,352314.25,1024863.4375,1047454.0625
"shikimic acid and or isomers",12281.7260131836,153172.165466309,14159.8119506836,145145.821716309,92693.7123413086,55692.9154663086,169970.962341309,240591.056091309,223067.665466309,265358.399841309,307808.556091309,313435.774841309,804448.806091309,862364.618591309,244296.462341309,344343.087341309,225613.931091309,96846.5482788086,61335.0639038086,52064.9271850586,250901.790466309,18863.9779663086,437943.899841309,195116.649841309,344286.212341309,73133.7904663086,363867.962341309,368894.993591309,283170.931091309,220292.821716309,168034.649841309,37339.2592163086,277513.899841309,4257028.55609131,99916968.5560913,2833622.30609131,43152432.5560913,94282624.5560913,4468955.05609131,2216346.55609131,2870882.55609131,1706504.05609131,3323511.55609131,4057623.55609131,3057690.55609131,1018769.55609131,1184071.68109131,1102576.43109131,1639233.93109131,1042265.43109131,1476575.80609131,12559316.5560913,24644612.5560913,18321006.5560913,2949597.80609131,4096830.80609131,2846105.05609131,2041443.30609131,1265585.05609131,4366537.55609131,1621482.18109131,816284.743591309,2282378.55609131,427425.868591309,610124.931091309
"sn-glycero-3-phosphocholine",39130.8643798828,6320.94641113281,29956.9464111328,4438.00695800781,44998.2393798828,0,34539.3917236328,37542.5518798828,8126.97570800781,4023.10656738281,14619.5440673828,18556.3370361328,10009.6339111328,4373.98547363281,9148.29406738281,1560.66320800781,56813.6300048828,94062.8331298828,31115.7862548828,147096.114379883,25945.6807861328,46242.1378173828,36673.6143798828,12562.4385986328,11468.7764892578,52236.2628173828,19420.6768798828,17635.0323486328,0,8172.14953613281,75971.9034423828,11246.7003173828,3772.54602050781,17986.9073486328,5301.73156738281,18348.5596923828,14950.7003173828,17155.8214111328,55486.2393798828,1593814.13000488,753638.130004883,2557660.25500488,1927317.50500488,1466480.50500488,1683213.25500488,0,0,0,0,5092.68664550781,0,23333.0596923828,34985.6768798828,0,13426.7315673828,38923.7745361328,936637.067504883,685851.880004883,711150.755004883,1505808.13000488,1982113.88000488,0,0,0,0
"sphinganine",329125.185546875,174012.998046875,87889.943359375,248857.373046875,145636.404296875,317252.341796875,922700.873046875,2735513.62304688,2609635.87304688,912033.310546875,693520.935546875,3935899.12304688,55830.919921875,45388.236328125,28711.583984375,45701.373046875,39283.431640625,75157.537109375,122156.326171875,235090.404296875,154724.513671875,208576.669921875,11522467.3730469,910947.935546875,3634451.37304688,391328.310546875,1502870.49804688,1597912.99804688,919205.435546875,36074.572265625,39249.076171875,20613.166015625,20139.154296875,45850.099609375,48708.482421875,101089.615234375,85639.341796875,79465.724609375,83724.857421875,289237.060546875,236600.794921875,236327.669921875,152357.857421875,191708.169921875,191262.013671875,139748.294921875,113422.591796875,78678.037109375,141858.091796875,173674.857421875,151802.841796875,129998.529296875,68835.677734375,150691.373046875,70383.560546875,101584.443359375,193738.123046875,285102.966796875,222028.091796875,418860.685546875,168957.294921875,131582.935546875,224327.466796875,167437.279296875,124810.294921875
"syringic acid",3887273.82226562,5715255.82226562,4939711.82226562,3177173.82226562,2303527.07226562,14722602.8222656,2014712.82226562,3610500.32226562,6134199.82226562,3177630.82226562,2163922.82226562,1706629.32226562,9569547.82226562,4806274.32226562,10326832.8222656,9027074.82226562,13210248.8222656,2522004.32226562,2293223.07226562,4064721.32226562,4243204.32226562,2903612.07226562,6301862.32226562,1957444.32226562,4523893.82226562,1886143.07226562,1751856.07226562,3464186.57226562,3437178.32226562,5774478.82226562,6030536.82226562,3597427.82226562,8930766.82226562,1125096.44726562,1495593.57226562,12770938.8222656,1171101.32226562,993709.697265625,469729.322265625,16953584.8222656,31513674.8222656,22965258.8222656,24082016.8222656,30115444.8222656,23946926.8222656,20127320.8222656,21683540.8222656,20899064.8222656,13128871.8222656,22694996.8222656,11690562.8222656,5313805.82226562,4725862.32226562,3177593.57226562,2157362.32226562,1696668.32226562,31903294.8222656,44205982.8222656,44042070.8222656,41561662.8222656,21522756.8222656,21639960.8222656,26819136.8222656,31317434.8222656,25608220.8222656
"threonine/allothreonine",71181.3154296875,71735.4560546875,29406.0146484375,53797.1982421875,78740.3779296875,132841.948242188,6490118.27636719,7543521.27636719,5581857.77636719,7525150.77636719,5715933.27636719,9147431.77636719,72897.9248046875,85287.4638671875,118005.823242188,75252.6982421875,82772.0498046875,48227.3310546875,102620.823242188,557634.963867188,36735.6201171875,71443.1201171875,27566562.7763672,6902844.77636719,9908738.77636719,2752577.02636719,3461282.77636719,3056687.52636719,8446192.77636719,51546.1044921875,67457.5029296875,51314.7138671875,42864.0029296875,54938.2373046875,58272.4326171875,57212.8388671875,52242.0419921875,67357.1044921875,46568.3388671875,2176746.77636719,2884263.52636719,1631208.90136719,1170724.02636719,2446259.27636719,2769668.02636719,86793.3232421875,121421.448242188,63374.4248046875,104695.354492188,156481.057617188,78634.5107421875,55162.3544921875,86065.2685546875,74575.2294921875,64763.0654296875,107704.229492188,1854767.15136719,2504743.77636719,995102.651367188,3152372.52636719,1477667.65136719,114514.057617188,233128.370117188,122945.198242188,70723.2919921875
"thymine",715596.21496582,399397.02746582,300933.52746582,244274.51184082,612753.21496582,423974.02746582,37120023.5899658,27211685.5899658,30055561.5899658,34170427.5899658,37052195.5899658,74665907.5899658,73019.0118408203,52444.8165283203,81252.4962158203,37642.2149658203,63657.3477783203,426013.12121582,471897.99621582,2516631.83996582,432771.58996582,433107.15246582,81882091.5899658,23101961.5899658,32990365.5899658,6460397.58996582,33867395.5899658,30899811.5899658,40520595.5899658,51857.3321533203,36493.4415283203,10926.7891845703,26018.0352783203,95292.2227783203,216901.88684082,665616.21496582,200169.99621582,67812.6290283203,135556.80871582,425004515.589966,655849091.589966,230738531.589966,400898915.589966,459685859.589966,481771139.589966,83434.2930908203,82619.9805908203,61777.8009033203,64323.2774658203,74273.9102783203,532590.15246582,137347.29309082,154445.99621582,122074.07434082,103485.05090332,199162.10559082,363643395.589966,487803491.589966,214847363.589966,754130819.589966,283464579.589966,106355.92590332,104639.41027832,64879.8555908203,51919.5430908203
"trigonelline",14846079.5736084,11318001.5736084,10764276.5736084,12793384.5736084,14826243.5736084,20645730.5736084,41891864.5736084,39105332.5736084,43980100.5736084,38128008.5736084,39924216.5736084,28052020.5736084,16374338.5736084,16093649.5736084,20691390.5736084,15414332.5736084,18481890.5736084,19815688.5736084,13325956.5736084,27257058.5736084,13541767.5736084,16222875.5736084,84981124.5736084,59748580.5736084,35487516.5736084,27871520.5736084,28679578.5736084,36563340.5736084,63961816.5736084,17358746.5736084,38776448.5736084,11963403.5736084,19939054.5736084,15367280.5736084,15340464.5736084,43684224.5736084,16483564.5736084,14028286.5736084,11856588.5736084,42117748.5736084,31632810.5736084,41682604.5736084,62661968.5736084,39579128.5736084,42480268.5736084,56925640.5736084,72761524.5736084,56835776.5736084,43228216.5736084,49176036.5736084,33419178.5736084,18101842.5736084,23262270.5736084,41901196.5736084,29452078.5736084,17097202.5736084,79903428.5736084,88051572.5736084,41972760.5736084,52936384.5736084,43190032.5736084,46400920.5736084,32302266.5736084,60028512.5736084,65338212.5736084
"trisaccharide (ex. raffinose)",4743763.74865723,4649809.24865723,6984124.24865723,2314965.49865723,2709368.74865723,10321693.2486572,23576717.2486572,4296399.74865723,27579985.2486572,12258889.2486572,19104233.2486572,25890721.2486572,7135915.74865723,8939683.24865723,9959941.24865723,7844500.24865723,5474318.74865723,6804270.24865723,4637923.24865723,7530434.74865723,5606612.24865723,8705821.24865723,47147797.2486572,13038727.2486572,4092246.49865723,9631602.24865723,12025641.2486572,4260834.74865723,17829175.2486572,6126450.74865723,9921090.24865723,6947219.24865723,8710195.24865723,2758160.24865723,6448723.24865723,13596462.2486572,5361383.24865723,2534535.99865723,5782719.74865723,46069953.2486572,192461073.248657,74140473.2486572,80494649.2486572,97925937.2486572,77108201.2486572,2823980.99865723,2101597.24865723,2187800.49865723,2483378.74865723,1488606.74865723,16104738.2486572,9874487.24865723,5924457.74865723,5510104.24865723,4825564.24865723,5249601.74865723,100956353.248657,105761521.248657,100022657.248657,107449113.248657,21884685.2486572,2038677.49865723,3355711.49865723,2251094.24865723,755461.311157227
